"","NumNodes","MeanDegree","MeanDegreeUnWt","VarDegree","VarDegreeUnWt","Diameter","WeightedDiameter","Reciprocity","Transitivity","VertexConnectivity","WeightedAssortativity"
"1",22,213.090909090909,15.1818181818182,39390.4675324675,16.8225108225108,0.0698447893569845,2,1,0.802750491159136,NA,-0.612979525067304
