"","NumNodes","MeanDegree","MeanDegreeUnWt","VarDegree","VarDegreeUnWt","Diameter","WeightedDiameter","Reciprocity","Transitivity","VertexConnectivity","WeightedAssortativity"
"1",21,148.761904761905,13.8095238095238,19268.6904761905,16.3619047619048,0.0979896691330448,2,1,0.785254824344384,NA,-0.662324732291715
