"","NumNodes","MeanDegree","MeanDegreeUnWt","VarDegree","VarDegreeUnWt","Diameter","WeightedDiameter","Reciprocity","Transitivity","VertexConnectivity","WeightedAssortativity"
"1",23,40.8695652173913,18.8695652173913,208.482213438735,16.2094861660079,0.0667340748230536,2,1,0.923816568047337,NA,-0.970988269670133
