"","NumNodes","MeanDegree","MeanDegreeUnWt","VarDegree","VarDegreeUnWt","Diameter","WeightedDiameter","Reciprocity","Transitivity","VertexConnectivity","WeightedAssortativity"
"1",21,23.7142857142857,5.80952380952381,641.914285714286,19.0619047619048,0.201923076923077,2,1,0.632231404958678,NA,NA
