"","NumNodes","MeanDegree","MeanDegreeUnWt","VarDegree","VarDegreeUnWt","Diameter","WeightedDiameter","Reciprocity","Transitivity","VertexConnectivity","WeightedAssortativity"
"1",111,306.720720720721,103.801801801802,13408.9667485667,106.578542178542,0.0139104220499569,2,1,0.96142470444054,NA,-0.931278328711109
